rng.stream,seed,no_extinction_pass,no_extinction_value,no_extinction_margin,max_10x_pass,max_10x_value,max_10x_margin,grazer_cycle_pass,grazer_cycle_value,grazer_cycle_margin,fertility_band_pass,fertility_band_value,fertility_band_margin,grass_band_pass,grass_band_value,grass_band_margin,tree_growth_pass,tree_growth_value,tree_growth_margin,mature_trees_10k_pass,mature_trees_10k_value,mature_trees_10k_margin,animals_10k_pass,animals_10k_value,animals_10k_margin,first_extinction_tick,first_extinction_species,first_extinction_dominant_cause,grazer_peaks,hunter_extinction_tick,hunter_immigrants
1,1,true,30,29.000000,true,579,0.824012,true,17791,10.860667,true,207.91409301757813,0.054936,true,0.8776000142097473,0.076211,true,330,17.333333,true,94,1.685714,true,34,16.000000,,,,12,,0
1,2,true,28,27.000000,true,78,0.794737,true,16786,10.190667,true,208.52969360351563,0.052138,true,0.8813999891281128,0.072211,true,400,21.222222,true,131,2.742857,true,41,19.500000,,,,9,,0
1,3,true,35,34.000000,true,73,0.791429,true,12752,7.501333,true,213.26840209960938,0.030598,true,0.8769000172615051,0.076947,true,228,11.666667,true,90,1.571429,true,48,23.000000,,,,10,,0
2,1,true,25,24.000000,true,64,0.827027,true,14289,8.526000,true,212.8708953857422,0.032405,true,0.8797000050544739,0.074000,true,371,19.611111,true,114,2.257143,true,30,14.000000,,,,9,,0
2,2,true,26,25.000000,true,64,0.811765,true,16658,10.105333,true,211.74530029296875,0.037521,true,0.8813999891281128,0.072211,true,311,16.277778,true,80,1.285714,true,32,15.000000,,,,13,,0
2,3,true,31,30.000000,true,67,0.783871,true,17290,10.526667,true,213.76759338378906,0.028329,true,0.8787000179290771,0.075053,true,258,13.333333,true,78,1.228571,true,49,23.500000,,,,13,,0
3,1,true,30,29.000000,true,60,0.828571,true,16790,10.193333,true,208.9434051513672,0.050257,true,0.8787000179290771,0.075053,true,384,20.333333,true,114,2.257143,true,33,15.500000,,,,10,,0
3,2,true,28,27.000000,true,59,0.836111,true,17119,10.412667,true,209.93910217285156,0.045731,true,0.8810999989509583,0.072526,true,337,17.722222,true,79,1.257143,true,43,20.500000,,,,11,,0
3,3,true,34,33.000000,true,60,0.823529,true,14889,8.926000,true,209.44540405273438,0.047975,true,0.8784999847412109,0.075263,true,324,17.000000,true,95,1.714286,true,51,24.500000,,,,11,,0
4,1,true,26,25.000000,true,53,0.834375,true,16867,10.244667,true,207.93739318847656,0.054830,true,0.8817999958992004,0.071789,true,380,20.111111,true,120,2.428571,true,31,14.500000,,,,12,,0
4,2,true,32,31.000000,true,64,0.800000,true,16989,10.326000,true,211.4857940673828,0.038701,true,0.8799999952316284,0.073684,true,328,17.222222,true,77,1.200000,true,38,18.000000,,,,15,,0
4,3,false,0,-1.000000,true,70,0.800000,true,17256,10.504000,true,216.7384033203125,0.014825,true,0.8790000081062317,0.074737,true,389,20.611111,true,99,1.828571,false,4,-0.600000,10475,hunters,starved,4,10475,0
5,1,true,25,24.000000,true,57,0.827273,true,16977,10.318000,true,206.9882049560547,0.059145,true,0.8784999847412109,0.075263,true,396,21.000000,true,106,2.028571,true,41,19.500000,,,,12,,0
5,2,true,35,34.000000,true,78,0.777143,true,17470,10.646667,true,212.96499633789063,0.031977,true,0.8801000118255615,0.073579,true,397,21.055556,true,111,2.171429,true,53,25.500000,,,,11,,0
5,3,true,33,32.000000,true,70,0.794118,true,17111,10.407333,true,215.6737060546875,0.019665,true,0.8815000057220459,0.072105,true,388,20.555556,true,101,1.885714,true,47,22.500000,,,,9,,0
