rng.stream,seed,no_extinction_pass,no_extinction_value,no_extinction_margin,max_10x_pass,max_10x_value,max_10x_margin,grazer_cycle_pass,grazer_cycle_value,grazer_cycle_margin,fertility_band_pass,fertility_band_value,fertility_band_margin,grass_band_pass,grass_band_value,grass_band_margin,tree_growth_pass,tree_growth_value,tree_growth_margin,mature_trees_10k_pass,mature_trees_10k_value,mature_trees_10k_margin,animals_10k_pass,animals_10k_value,animals_10k_margin,first_extinction_tick,first_extinction_species,first_extinction_dominant_cause,grazer_peaks,hunter_extinction_tick,hunter_immigrants
1,1,true,20,19.000000,true,555,0.852000,true,17185,10.456667,true,214.08489990234375,0.026887,true,0.8837000131607056,0.069789,true,392,20.777778,true,139,2.971429,true,33,15.500000,,,,12,,0
1,2,true,25,24.000000,true,544,0.810453,true,17028,10.352000,true,212.5500030517578,0.033864,true,0.8845999836921692,0.068842,true,351,18.500000,true,111,2.171429,true,39,18.500000,,,,13,,0
1,3,true,34,33.000000,true,72,0.788235,true,17220,10.480000,true,213.22410583496094,0.030800,true,0.8819000124931335,0.071684,true,402,21.333333,true,152,3.342857,true,38,18.000000,,,,12,,0
2,1,true,19,18.000000,true,592,0.803974,true,17528,10.685333,true,216.8323974609375,0.014398,true,0.8827999830245972,0.070737,true,307,16.055556,true,117,2.342857,true,31,14.500000,,,,13,,0
2,2,true,22,21.000000,true,65,0.803030,true,16084,9.722667,true,217.6107940673828,0.010860,true,0.8841999769210815,0.069263,true,374,19.777778,true,141,3.028571,true,31,14.500000,,,,12,,0
2,3,true,30,29.000000,true,66,0.780000,true,15636,9.424000,true,213.5886993408203,0.029142,true,0.8827000260353088,0.070842,true,386,20.444444,true,103,1.942857,true,40,19.000000,,,,10,,0
3,1,true,24,23.000000,true,51,0.854286,true,14748,8.832000,true,215.76480102539063,0.019251,true,0.8837000131607056,0.069789,true,389,20.611111,true,118,2.371429,true,25,11.500000,,,,11,,0
3,2,true,22,21.000000,true,577,0.856468,true,16859,10.239333,true,216.99349975585938,0.013666,true,0.8830000162124634,0.070526,true,311,16.277778,true,70,1.000000,true,33,15.500000,,,,12,,0
3,3,true,34,33.000000,true,68,0.800000,true,16748,10.165333,true,214.56910705566406,0.024686,true,0.8810999989509583,0.072526,true,299,15.611111,true,84,1.400000,true,46,22.000000,,,,13,,0
4,1,true,20,19.000000,true,569,0.809699,true,17391,10.594000,true,212.9676055908203,0.031965,true,0.8859000205993652,0.067474,true,390,20.666667,true,124,2.542857,true,25,11.500000,,,,13,,0
4,2,true,27,26.000000,true,60,0.812500,true,16857,10.238000,true,215.8914031982422,0.018675,true,0.8813999891281128,0.072211,true,319,16.722222,true,84,1.400000,true,35,16.500000,,,,13,,0
4,3,true,30,29.000000,true,60,0.818182,true,16292,9.861333,true,216.78770446777344,0.014601,true,0.8801000118255615,0.073579,true,378,20.000000,true,126,2.600000,true,38,18.000000,,,,9,,0
5,1,true,18,17.000000,true,604,0.826934,true,16641,10.094000,true,218.67340087890625,0.006030,true,0.8823000192642212,0.071263,true,297,15.500000,true,80,1.285714,true,47,22.500000,,,,12,,0
5,2,false,0,-1.000000,true,533,0.807581,false,1439,-0.040667,false,224.19039916992188,-0.019047,true,0.8819000124931335,0.071684,true,402,21.333333,true,95,1.714286,false,0,-1.000000,7535,grazers,eaten,2,8746,0
5,3,false,0,-1.000000,true,74,0.782353,true,8922,4.948000,false,226.5933074951172,-0.029970,true,0.8833000063896179,0.070211,true,309,16.166667,true,85,1.428571,true,90,8.000000,12861,grazers,eaten,6,13833,0
