rng.stream,seed,no_extinction_pass,no_extinction_value,no_extinction_margin,max_10x_pass,max_10x_value,max_10x_margin,grazer_cycle_pass,grazer_cycle_value,grazer_cycle_margin,fertility_band_pass,fertility_band_value,fertility_band_margin,grass_band_pass,grass_band_value,grass_band_margin,tree_growth_pass,tree_growth_value,tree_growth_margin,mature_trees_10k_pass,mature_trees_10k_value,mature_trees_10k_margin,animals_10k_pass,animals_10k_value,animals_10k_margin,first_extinction_tick,first_extinction_species,first_extinction_dominant_cause,grazer_peaks,hunter_extinction_tick,hunter_immigrants
1,1,true,2,1.000000,true,620,0.824859,true,16011,9.674000,false,221.4987030029297,-0.006812,true,0.880299985408783,0.073368,true,523,28.055556,true,350,9.000000,true,13,5.500000,,,,10,,0
1,2,true,1,0.000000,true,596,0.806494,true,16945,10.296667,false,220.7866973876953,-0.003576,true,0.8817999958992004,0.071789,true,477,25.500000,true,374,9.685714,true,12,5.000000,,,,12,,0
1,3,false,0,-1.000000,true,597,0.842063,true,17263,10.508667,false,220.87539672851563,-0.003979,true,0.8823000192642212,0.071263,true,471,25.166667,true,405,10.571429,true,20,9.000000,14355,hunters,old_age,11,14355,0
2,1,false,0,-1.000000,true,633,0.817579,true,15152,9.101333,false,220.20950317382813,-0.000952,true,0.8809999823570251,0.072632,true,507,27.166667,true,412,10.771429,true,8,3.000000,17273,hunters,starved,9,17273,0
2,2,true,1,0.000000,true,596,0.796587,true,17387,10.591333,false,221.3715057373047,-0.006234,true,0.8848999738693237,0.068526,true,510,27.333333,true,406,10.600000,true,12,5.000000,,,,11,,0
2,3,true,2,1.000000,true,62,0.806250,true,16040,9.693333,false,223.78880310058594,-0.017222,true,0.8838000297546387,0.069684,true,483,25.833333,true,406,10.600000,true,19,8.500000,,,,12,,0
3,1,false,0,-1.000000,true,633,0.844853,true,17689,10.792667,false,222.510498046875,-0.011411,true,0.8805000185966492,0.073158,true,494,26.444444,true,421,11.028571,true,6,2.000000,16322,hunters,starved,15,16322,0
3,2,true,1,0.000000,true,611,0.837931,true,16972,10.314667,false,220.48849487304688,-0.002220,true,0.882099986076355,0.071474,true,486,26.000000,true,411,10.742857,true,4,1.000000,,,,13,,0
3,3,true,4,3.000000,true,585,0.831412,true,16979,10.319333,false,220.92849731445313,-0.004220,true,0.8804000020027161,0.073263,true,480,25.666667,true,390,10.142857,true,20,9.000000,,,,13,,0
4,1,true,2,1.000000,true,604,0.820238,true,16598,10.065333,false,220.7126007080078,-0.003239,true,0.8816999793052673,0.071895,true,523,28.055556,true,395,10.285714,true,8,3.000000,,,,12,,0
4,2,false,0,-1.000000,true,619,0.835809,true,15225,9.150000,false,223.57530212402344,-0.016251,true,0.879800021648407,0.073895,true,508,27.222222,true,401,10.457143,true,8,3.000000,16499,hunters,starved,10,16499,0
4,3,true,1,0.000000,true,589,0.831232,true,16510,10.006667,false,223.531005859375,-0.016050,true,0.8840000033378601,0.069474,true,474,25.333333,true,400,10.428571,true,24,11.000000,,,,13,,0
5,1,false,0,-1.000000,true,622,0.831436,true,17382,10.588000,false,225.1616973876953,-0.023462,true,0.883400022983551,0.070105,true,489,26.166667,true,416,10.885714,true,15,6.500000,17240,hunters,old_age,11,17240,0
5,2,true,6,5.000000,true,594,0.767059,true,16180,9.786667,false,221.50950622558594,-0.006861,true,0.8795999884605408,0.074105,true,507,27.166667,true,341,8.742857,true,40,19.000000,,,,13,,0
5,3,true,3,2.000000,true,579,0.840496,true,16530,10.020000,false,220.55419921875,-0.002519,true,0.8852999806404114,0.068105,true,481,25.722222,true,379,9.828571,true,18,8.000000,,,,13,,0
