rng.stream,seed,no_extinction_pass,no_extinction_value,no_extinction_margin,max_10x_pass,max_10x_value,max_10x_margin,grazer_cycle_pass,grazer_cycle_value,grazer_cycle_margin,fertility_band_pass,fertility_band_value,fertility_band_margin,grass_band_pass,grass_band_value,grass_band_margin,tree_growth_pass,tree_growth_value,tree_growth_margin,mature_trees_10k_pass,mature_trees_10k_value,mature_trees_10k_margin,animals_10k_pass,animals_10k_value,animals_10k_margin,first_extinction_tick,first_extinction_species,first_extinction_dominant_cause,grazer_peaks,hunter_extinction_tick,hunter_immigrants
1,1,false,0,-1.000000,true,617,0.825706,true,16780,10.186667,true,218.410400390625,0.007225,true,0.880299985408783,0.073368,true,502,26.888889,true,376,9.742857,true,12,5.000000,18643,hunters,starved,14,18643,0
1,2,false,0,-1.000000,true,614,0.800649,true,15829,9.552667,true,217.35470581054688,0.012024,true,0.8817999958992004,0.071789,true,487,26.055556,true,364,9.400000,true,14,6.000000,19131,hunters,starved,10,19131,0
1,3,false,0,-1.000000,true,577,0.847354,true,15882,9.588000,true,213.67489624023438,0.028750,true,0.8823000192642212,0.071263,true,493,26.388889,true,375,9.714286,true,21,9.500000,18601,hunters,starved,11,18601,0
2,1,false,0,-1.000000,true,621,0.814072,true,17541,10.694000,true,215.877197265625,0.018740,true,0.8827999830245972,0.070737,true,510,27.333333,true,402,10.485714,true,18,8.000000,15151,hunters,starved,13,15151,0
2,2,true,1,0.000000,true,593,0.797611,true,17543,10.695333,true,218.39610290527344,0.007290,true,0.8848999738693237,0.068526,true,486,26.000000,true,412,10.771429,true,11,4.500000,,,,10,,0
2,3,false,0,-1.000000,true,62,0.806250,true,14971,8.980667,true,219.235595703125,0.003475,true,0.8838000297546387,0.069684,true,481,25.722222,true,415,10.857143,true,18,8.000000,18085,hunters,starved,12,18085,0
3,1,false,0,-1.000000,true,622,0.847549,true,17352,10.568000,true,219.6156005859375,0.001747,true,0.8805000185966492,0.073158,true,500,26.777778,true,429,11.257143,true,8,3.000000,18211,hunters,starved,13,18211,0
3,2,false,0,-1.000000,true,595,0.842175,true,16492,9.994667,true,219.98829650878906,0.000053,true,0.882099986076355,0.071474,true,493,26.388889,true,413,10.800000,true,8,3.000000,16516,hunters,starved,14,16516,0
3,3,false,0,-1.000000,true,591,0.829683,true,14128,8.418667,true,216.54299926757813,0.015714,true,0.8804000020027161,0.073263,true,480,25.666667,true,374,9.685714,true,16,7.000000,19757,hunters,old_age,8,19757,0
4,1,true,2,1.000000,true,621,0.811246,true,17013,10.342000,true,216.4792938232422,0.016003,true,0.8806999921798706,0.072947,true,519,27.833333,true,399,10.400000,true,12,5.000000,,,,15,,0
4,2,true,2,1.000000,true,601,0.840584,true,16912,10.274667,true,218.85360717773438,0.005211,true,0.879800021648407,0.073895,true,492,26.333333,true,402,10.485714,true,8,3.000000,,,,14,,0
4,3,true,3,2.000000,true,602,0.827507,true,16352,9.901333,false,220.2541961669922,-0.001155,true,0.8840000033378601,0.069474,true,472,25.222222,true,401,10.457143,true,23,10.500000,,,,14,,0
5,1,true,1,0.000000,true,616,0.833062,true,17205,10.470000,true,219.58900451660156,0.001868,true,0.883400022983551,0.070105,true,517,27.722222,true,387,10.057143,true,11,4.500000,,,,11,,0
5,2,true,4,3.000000,true,597,0.765882,true,14823,8.882000,true,216.435302734375,0.016203,true,0.8795999884605408,0.074105,true,499,26.722222,true,339,8.685714,true,43,20.500000,,,,8,,0
5,3,true,4,3.000000,true,579,0.840496,true,15683,9.455333,true,215.9387969970703,0.018460,true,0.8852999806404114,0.068105,true,474,25.333333,true,379,9.828571,true,18,8.000000,,,,10,,0
